,returned
0xB8C3CC00Fdd5C24dFeb9c5609203A0D434283c9C,0.008340683946489697
0xCb774b92587f1C19e960Eaeb6902D97E2cABd6Be,0.072225481263818322
0x9a885Ca8758f2fCA5eC79D49747052cB31381B7e,0.007675556697212596
0xE7CDd473fC582296C47cbd76f330335f2Ea79fbE,0.237715924188551558
0x953F55eAcd3F8c6C9Cff2BD95EF57Aa2bCB970Ed,0.068672197840918228
0xB0cD09cB5f6b9Eb08cA9e5D28011496F3D82BcA9,0.108859749058514282
0x1dADA6bf2CE25bF88308feb566ebad34bD24Cf45,0.095783588788607363
0x48518cf252E51872A57b872d41357c4E563B0413,0.014787857205520887
0xB24Dca776c1257248024f8fb4315D5f5009217fE,0.329083619947966033
0x9d823c122dD2Dbe42E0b93e441a72b351f3EDD41,0.015453899680922503
0x0085D428ac99C42b30cb38373B1C233846891C9a,0.304035630657743083
0x1a6b29A9cCeA679db37d5F69DdBA97d0E2995bF8,0.008113660942820077
0x0871E6872f0CdEb32eb013648a76575B4d2dBa80,0.147989111413625918
0x8E04968FB8159783F93CdfB3bB97AA9b90e2c72C,0.026044562378131200
0xD7429A8daDcCA340b31015603511E232315d5dc1,0.190678924836153674
0xB049dF3C39b9726817C23EfB6D58b75B83a19389,0.006428915009595473
0x6c264184BAC13EbDA4E716cDbF096285402B8433,0.181327868721204460
0x837418516C2ddac24ca71DF021101c2ad699f5dd,0.536910088742181713
0x25BE707BbF71cee4F062F574E665f142e82CAbCf,0.015063234388759610
0x87885AaEEdED51C7e3858a782644F5d89759f245,0.069330310794546671
0xF2DfCae8FEF5B5Cd5d89a527d193da567a5D6297,0.038846018668205522
0xae0aAF5E7135058919aB10756C6CdD574a92e557,0.066763073779294191
0x3c4491d4F4B65DdE70fCB64d8DF528b2aFb61DEE,0.013629460091202160
0x84feF68daC5766380fa074Bbf9B943e1e6fB86e4,0.020791594751491106
0x23cD1d3b13B7d982F4E7946D9aCA745dD9e6c96D,0.147735682748897895
0xb3e7d9f1A3cDfc3F754793D55044Bd2CA65922e4,0.477268948824431605
0xd0dC07B98769f23A7BDbef15A35Faa256CB65dCF,0.034474156897243799
0xA8e40C2bAd443564E000C37A52C26156565855aa,0.026017677389184726
0x536cb65C0aaad770B20E27F693632A2d668E724a,0.087445788081256429
0xF266DdF858284F2Fb07C7916C36CBb9D3bfDaEc3,0.057172106102744001
0x9d1B457d6F672B2b54598c80175E91a2dcd075DF,0.058465388625951645
0x2bDAB32Fc7285EA127cd72046D7A0f9C5bF0dcBC,0.686694119703571304
0xF37936A906cC14625d95c1b68F05c505Fc81214d,0.022915580950518336
